pokemon,move,learn_method,level_learned_at
bronzor,toxic,machine,0
bronzor,confusion,level-up,1
bronzor,psychic,machine,0
bronzor,hypnosis,level-up,20
bronzor,double-team,machine,0
bronzor,confuse-ray,machine,0
bronzor,light-screen,machine,0
bronzor,reflect,machine,0
bronzor,dream-eater,machine,0
bronzor,flash,machine,0
bronzor,psywave,level-up,15
bronzor,rest,machine,0
bronzor,rock-slide,machine,0
bronzor,substitute,machine,0
bronzor,snore,machine,0
bronzor,protect,machine,0
bronzor,feint-attack,level-up,21
bronzor,sandstorm,machine,0
bronzor,endure,machine,0
bronzor,rollout,tutor,0
bronzor,swagger,machine,0
bronzor,sleep-talk,machine,0
bronzor,return,machine,0
bronzor,frustration,machine,0
bronzor,safeguard,level-up,24
bronzor,hidden-power,machine,0
bronzor,rain-dance,machine,0
bronzor,sunny-day,machine,0
bronzor,psych-up,machine,0
bronzor,ancient-power,tutor,0
bronzor,shadow-ball,machine,0
bronzor,future-sight,machine,0
bronzor,facade,machine,0
bronzor,helping-hand,machine,0
bronzor,trick,machine,0
bronzor,recycle,egg,0
bronzor,skill-swap,machine,0
bronzor,imprison,machine,0
bronzor,secret-power,machine,0
bronzor,rock-tomb,machine,0
bronzor,metal-sound,machine,0
bronzor,signal-beam,tutor,0
bronzor,extrasensory,level-up,28
bronzor,iron-defense,machine,0
bronzor,calm-mind,machine,0
bronzor,rock-blast,machine,0
bronzor,gravity,machine,0
bronzor,gyro-ball,machine,0
bronzor,natural-gift,machine,0
bronzor,payback,level-up,8
bronzor,heal-block,level-up,45
bronzor,power-swap,machine,0
bronzor,guard-swap,machine,0
bronzor,rock-polish,machine,0
bronzor,power-gem,machine,0
bronzor,zen-headbutt,machine,0
bronzor,flash-cannon,machine,0
bronzor,trick-room,machine,0
bronzor,iron-head,machine,0
bronzor,stealth-rock,machine,0
bronzor,grass-knot,machine,0
bronzor,charge-beam,machine,0
bronzor,wonder-room,machine,0
bronzor,psyshock,machine,0
bronzor,telekinesis,tutor,0
bronzor,heavy-slam,machine,0
bronzor,round,machine,0
bronzor,stored-power,machine,0
bronzor,ally-switch,machine,0
bronzor,hex,machine,0
bronzor,bulldoze,machine,0
bronzor,confide,machine,0
bronzor,psychic-terrain,machine,0
bronzor,speed-swap,machine,0
bronzor,stomping-tantrum,machine,0
bronzor,steel-beam,machine,0
bronzor,expanding-force,machine,0
bronzor,steel-roller,tutor,0
bronzor,tera-blast,machine,0
bronzor,ice-spinner,machine,0
bronzong,tackle,level-up,1
bronzong,body-slam,machine,0
bronzong,take-down,machine,0
bronzong,psybeam,machine,0
bronzong,hyper-beam,machine,0
bronzong,strength,machine,0
bronzong,solar-beam,machine,0
bronzong,earthquake,machine,0
bronzong,toxic,machine,0
bronzong,confusion,level-up,1
bronzong,psychic,machine,0
bronzong,hypnosis,level-up,20
bronzong,night-shade,machine,0
bronzong,double-team,machine,0
bronzong,confuse-ray,machine,0
bronzong,light-screen,machine,0
bronzong,reflect,machine,0
bronzong,dream-eater,machine,0
bronzong,flash,machine,0
bronzong,psywave,level-up,15
bronzong,explosion,machine,0
bronzong,rest,machine,0
bronzong,rock-slide,machine,0
bronzong,substitute,machine,0
bronzong,snore,machine,0
bronzong,protect,machine,0
bronzong,feint-attack,level-up,21
bronzong,sandstorm,machine,0
bronzong,endure,machine,0
bronzong,rollout,tutor,0
bronzong,swagger,machine,0
bronzong,sleep-talk,machine,0
bronzong,return,machine,0
bronzong,frustration,machine,0
bronzong,safeguard,level-up,24
bronzong,hidden-power,machine,0
bronzong,rain-dance,machine,0
bronzong,sunny-day,machine,0
bronzong,psych-up,machine,0
bronzong,ancient-power,tutor,0
bronzong,shadow-ball,machine,0
bronzong,future-sight,machine,0
bronzong,rock-smash,machine,0
bronzong,facade,machine,0
bronzong,helping-hand,machine,0
bronzong,trick,machine,0
bronzong,recycle,machine,0
bronzong,skill-swap,machine,0
bronzong,imprison,machine,0
bronzong,secret-power,machine,0
bronzong,weather-ball,machine,0
bronzong,rock-tomb,machine,0
bronzong,metal-sound,machine,0
bronzong,signal-beam,tutor,0
bronzong,extrasensory,level-up,28
bronzong,iron-defense,machine,0
bronzong,block,level-up,0
bronzong,calm-mind,machine,0
bronzong,rock-blast,machine,0
bronzong,gravity,machine,0
bronzong,gyro-ball,machine,0
bronzong,natural-gift,machine,0
bronzong,payback,level-up,1
bronzong,heal-block,level-up,52
bronzong,power-swap,machine,0
bronzong,guard-swap,machine,0
bronzong,rock-polish,machine,0
bronzong,power-gem,machine,0
bronzong,giga-impact,machine,0
bronzong,zen-headbutt,machine,0
bronzong,flash-cannon,machine,0
bronzong,trick-room,machine,0
bronzong,iron-head,machine,0
bronzong,stealth-rock,machine,0
bronzong,grass-knot,machine,0
bronzong,charge-beam,machine,0
bronzong,wonder-room,machine,0
bronzong,psyshock,machine,0
bronzong,telekinesis,tutor,0
bronzong,heavy-slam,machine,0
bronzong,round,machine,0
bronzong,stored-power,machine,0
bronzong,ally-switch,machine,0
bronzong,hex,machine,0
bronzong,bulldoze,machine,0
bronzong,confide,machine,0
bronzong,psychic-terrain,machine,0
bronzong,speed-swap,machine,0
bronzong,stomping-tantrum,machine,0
bronzong,body-press,machine,0
bronzong,steel-beam,machine,0
bronzong,expanding-force,machine,0
bronzong,steel-roller,tutor,0
bronzong,meteor-beam,machine,0
bronzong,tera-blast,machine,0
bronzong,ice-spinner,machine,0
bronzong,hard-press,machine,0
bronzong,psychic-noise,machine,0
bonsly,slam,level-up,15
bonsly,headbutt,egg,0
bonsly,tackle,level-up,5
bonsly,body-slam,machine,0
bonsly,take-down,machine,0
bonsly,double-edge,machine,0
bonsly,low-kick,machine,0
bonsly,counter,level-up,40
bonsly,rock-throw,level-up,8
bonsly,earthquake,machine,0
bonsly,dig,machine,0
bonsly,toxic,machine,0
bonsly,mimic,level-up,16
bonsly,double-team,machine,0
bonsly,harden,egg,0
bonsly,defense-curl,egg,0
bonsly,self-destruct,egg,0
bonsly,explosion,machine,0
bonsly,rest,machine,0
bonsly,rock-slide,machine,0
bonsly,substitute,machine,0
bonsly,thief,machine,0
bonsly,snore,machine,0
bonsly,curse,machine,0
bonsly,flail,level-up,4
bonsly,protect,machine,0
bonsly,feint-attack,level-up,19
bonsly,mud-slap,machine,0
bonsly,spikes,machine,0
bonsly,sandstorm,machine,0
bonsly,endure,machine,0
bonsly,rollout,egg,0
bonsly,swagger,machine,0
bonsly,attract,machine,0
bonsly,sleep-talk,machine,0
bonsly,return,machine,0
bonsly,frustration,machine,0
bonsly,hidden-power,machine,0
bonsly,sunny-day,machine,0
bonsly,psych-up,machine,0
bonsly,uproar,machine,0
bonsly,facade,machine,0
bonsly,nature-power,machine,0
bonsly,helping-hand,machine,0
bonsly,role-play,tutor,0
bonsly,brick-break,machine,0
bonsly,secret-power,machine,0
bonsly,fake-tears,machine,0
bonsly,rock-tomb,machine,0
bonsly,sand-tomb,machine,0
bonsly,iron-defense,level-up,21
bonsly,block,level-up,12
bonsly,mud-shot,machine,0
bonsly,covet,tutor,0
bonsly,calm-mind,machine,0
bonsly,rock-blast,machine,0
bonsly,natural-gift,machine,0
bonsly,copycat,level-up,1
bonsly,sucker-punch,level-up,28
bonsly,rock-polish,egg,0
bonsly,power-gem,machine,0
bonsly,earth-power,machine,0
bonsly,stone-edge,machine,0
bonsly,captivate,machine,0
bonsly,stealth-rock,machine,0
bonsly,grass-knot,machine,0
bonsly,head-smash,level-up,47
bonsly,smack-down,machine,0
bonsly,foul-play,machine,0
bonsly,after-you,tutor,0
bonsly,round,machine,0
bonsly,bulldoze,machine,0
bonsly,confide,machine,0
bonsly,stomping-tantrum,machine,0
bonsly,tearful-look,level-up,24
bonsly,tera-blast,machine,0
bonsly,trailblaze,machine,0
mime-jr,pound,level-up,1
mime-jr,double-slap,level-up,11
mime-jr,headbutt,tutor,0
mime-jr,psybeam,level-up,28
mime-jr,solar-beam,machine,0
mime-jr,thunderbolt,machine,0
mime-jr,thunder-wave,machine,0
mime-jr,thunder,machine,0
mime-jr,toxic,machine,0
mime-jr,confusion,level-up,1
mime-jr,psychic,level-up,34
mime-jr,hypnosis,level-up,6
mime-jr,meditate,level-up,8
mime-jr,mimic,level-up,25
mime-jr,double-team,machine,0
mime-jr,confuse-ray,egg,0
mime-jr,barrier,level-up,1
mime-jr,light-screen,machine,0
mime-jr,reflect,machine,0
mime-jr,dream-eater,machine,0
mime-jr,flash,machine,0
mime-jr,rest,machine,0
mime-jr,substitute,machine,0
mime-jr,thief,machine,0
mime-jr,snore,machine,0
mime-jr,protect,machine,0
mime-jr,mud-slap,tutor,0
mime-jr,icy-wind,egg,0
mime-jr,endure,machine,0
mime-jr,charm,egg,0
mime-jr,swagger,machine,0
mime-jr,attract,machine,0
mime-jr,sleep-talk,machine,0
mime-jr,return,machine,0
mime-jr,frustration,machine,0
mime-jr,safeguard,machine,0
mime-jr,baton-pass,level-up,4
mime-jr,encore,level-up,8
mime-jr,hidden-power,machine,0
mime-jr,rain-dance,machine,0
mime-jr,sunny-day,machine,0
mime-jr,psych-up,machine,0
mime-jr,shadow-ball,machine,0
mime-jr,future-sight,egg,0
mime-jr,fake-out,egg,0
mime-jr,uproar,machine,0
mime-jr,torment,machine,0
mime-jr,facade,machine,0
mime-jr,focus-punch,machine,0
mime-jr,taunt,machine,0
mime-jr,helping-hand,machine,0
mime-jr,trick,egg,0
mime-jr,role-play,level-up,16
mime-jr,magic-coat,tutor,0
mime-jr,recycle,machine,0
mime-jr,brick-break,machine,0
mime-jr,skill-swap,machine,0
mime-jr,snatch,tutor,0
mime-jr,secret-power,machine,0
mime-jr,teeter-dance,egg,0
mime-jr,tickle,egg,0
mime-jr,signal-beam,tutor,0
mime-jr,iron-defense,level-up,11
mime-jr,covet,tutor,0
mime-jr,calm-mind,level-up,43
mime-jr,shock-wave,machine,0
mime-jr,wake-up-slap,egg,0
mime-jr,healing-wish,egg,0
mime-jr,natural-gift,machine,0
mime-jr,fling,machine,0
mime-jr,copycat,level-up,1
mime-jr,sucker-punch,level-up,40
mime-jr,drain-punch,machine,0
mime-jr,nasty-plot,machine,0
mime-jr,zen-headbutt,level-up,18
mime-jr,trick-room,machine,0
mime-jr,captivate,machine,0
mime-jr,grass-knot,machine,0
mime-jr,charge-beam,machine,0
mime-jr,power-split,egg,0
mime-jr,wonder-room,machine,0
mime-jr,psyshock,machine,0
mime-jr,telekinesis,tutor,0
mime-jr,magic-room,egg,0
mime-jr,round,machine,0
mime-jr,stored-power,machine,0
mime-jr,ally-switch,machine,0
mime-jr,misty-terrain,machine,0
mime-jr,confide,machine,0
mime-jr,dazzling-gleam,machine,0
mime-jr,infestation,machine,0
mime-jr,psychic-terrain,machine,0
happiny,pound,level-up,1
happiny,headbutt,tutor,0
happiny,tackle,level-up,1
happiny,take-down,machine,0
happiny,double-edge,level-up,43
happiny,flamethrower,machine,0
happiny,counter,egg,0
happiny,seismic-toss,egg,0
happiny,solar-beam,machine,0
happiny,thunder-wave,machine,0
happiny,toxic,machine,0
happiny,psychic,machine,0
happiny,double-team,machine,0
happiny,minimize,level-up,1
happiny,defense-curl,level-up,4
happiny,light-screen,machine,0
happiny,metronome,machine,0
happiny,fire-blast,machine,0
happiny,soft-boiled,level-up,34
happiny,dream-eater,machine,0
happiny,flash,machine,0
happiny,rest,machine,0
happiny,substitute,machine,0
happiny,snore,machine,0
happiny,protect,machine,0
happiny,sweet-kiss,level-up,8
happiny,mud-slap,tutor,0
happiny,icy-wind,machine,0
happiny,endure,machine,0
happiny,charm,machine,0
happiny,rollout,tutor,0
happiny,swagger,machine,0
happiny,attract,machine,0
happiny,sleep-talk,machine,0
happiny,heal-bell,egg,0
happiny,return,machine,0
happiny,present,egg,0
happiny,frustration,machine,0
happiny,safeguard,machine,0
happiny,hidden-power,machine,0
happiny,rain-dance,machine,0
happiny,sunny-day,machine,0
happiny,psych-up,machine,0
happiny,shadow-ball,machine,0
happiny,uproar,machine,0
happiny,hail,machine,0
happiny,facade,machine,0
happiny,helping-hand,machine,0
happiny,recycle,machine,0
happiny,endeavor,tutor,0
happiny,refresh,level-up,9
happiny,secret-power,machine,0
happiny,hyper-voice,machine,0
happiny,aromatherapy,egg,0
happiny,covet,level-up,16
happiny,calm-mind,level-up,25
happiny,shock-wave,machine,0
happiny,water-pulse,machine,0
happiny,gravity,machine,0
happiny,natural-gift,egg,0
happiny,fling,machine,0
happiny,copycat,level-up,1
happiny,last-resort,egg,0
happiny,drain-punch,machine,0
happiny,mud-bomb,egg,0
happiny,zen-headbutt,machine,0
happiny,captivate,machine,0
happiny,grass-knot,machine,0
happiny,round,machine,0
happiny,echoed-voice,machine,0
happiny,stored-power,machine,0
happiny,incinerate,machine,0
happiny,work-up,machine,0
happiny,disarming-voice,machine,0
happiny,draining-kiss,level-up,18
happiny,fairy-wind,level-up,6
happiny,confide,machine,0
happiny,baby-doll-eyes,level-up,11
happiny,tera-blast,machine,0
happiny,snowscape,machine,0
chatot,gust,level-up,1
chatot,fly,machine,0
chatot,fury-attack,level-up,17
chatot,growl,level-up,9
chatot,sing,level-up,13
chatot,supersonic,egg,0
chatot,peck,level-up,5
chatot,toxic,machine,0
chatot,agility,egg,0
chatot,night-shade,egg,0
chatot,mimic,level-up,30
chatot,double-team,machine,0
chatot,mirror-move,level-up,9
chatot,swift,level-up,6
chatot,sky-attack,tutor,0
chatot,rest,machine,0
chatot,substitute,machine,0
chatot,thief,machine,0
chatot,snore,tutor,0
chatot,protect,machine,0
chatot,mud-slap,tutor,0
chatot,endure,machine,0
chatot,swagger,machine,0
chatot,steel-wing,machine,0
chatot,attract,machine,0
chatot,sleep-talk,machine,0
chatot,return,machine,0
chatot,frustration,machine,0
chatot,encore,egg,0
chatot,hidden-power,machine,0
chatot,twister,tutor,0
chatot,rain-dance,machine,0
chatot,sunny-day,machine,0
chatot,uproar,level-up,45
chatot,heat-wave,tutor,0
chatot,torment,machine,0
chatot,facade,machine,0
chatot,taunt,machine,0
chatot,role-play,tutor,0
chatot,secret-power,machine,0
chatot,feather-dance,level-up,50
chatot,hyper-voice,level-up,57
chatot,air-cutter,level-up,11
chatot,aerial-ace,machine,0
chatot,roost,level-up,18
chatot,natural-gift,machine,0
chatot,pluck,machine,0
chatot,tailwind,tutor,0
chatot,u-turn,machine,0
chatot,air-slash,level-up,25
chatot,nasty-plot,level-up,34
chatot,defog,machine,0
chatot,captivate,machine,0
chatot,chatter,level-up,21
chatot,ominous-wind,tutor,0
chatot,synchronoise,level-up,49
chatot,round,level-up,29
chatot,echoed-voice,level-up,37
chatot,work-up,machine,0
chatot,hurricane,level-up,52
chatot,parting-shot,level-up,49
chatot,play-rough,level-up,43
chatot,boomburst,egg,0
chatot,confide,level-up,1
spiritomb,body-slam,train,0
spiritomb,disable,train,0
spiritomb,psybeam,machine,0
spiritomb,hyper-beam,train,0
spiritomb,toxic,train,0
spiritomb,psychic,train,0
spiritomb,hypnosis,train,0
spiritomb,night-shade,train,0
spiritomb,double-team,machine,0
spiritomb,smokescreen,egg,0
spiritomb,confuse-ray,train,0
spiritomb,dream-eater,level-up,60
spiritomb,flash,machine,0
spiritomb,rest,train,0
spiritomb,substitute,train,0
spiritomb,thief,train,0
spiritomb,nightmare,egg,0
spiritomb,snore,train,0
spiritomb,curse,train,0
spiritomb,spite,train,0
spiritomb,protect,train,0
spiritomb,scary-face,train,0
spiritomb,feint-attack,level-up,7
spiritomb,destiny-bond,train,0
spiritomb,icy-wind,train,0
spiritomb,endure,train,0
spiritomb,swagger,machine,0
spiritomb,attract,machine,0
spiritomb,sleep-talk,train,0
spiritomb,return,machine,0
spiritomb,frustration,machine,0
spiritomb,pain-split,train,0
spiritomb,pursuit,level-up,1
spiritomb,hidden-power,machine,0
spiritomb,rain-dance,train,0
spiritomb,sunny-day,train,0
spiritomb,psych-up,machine,0
spiritomb,shadow-ball,train,0
spiritomb,uproar,train,0
spiritomb,torment,machine,0
spiritomb,will-o-wisp,train,0
spiritomb,memento,train,0
spiritomb,facade,train,0
spiritomb,taunt,train,0
spiritomb,helping-hand,train,0
spiritomb,trick,train,0
spiritomb,skill-swap,train,0
spiritomb,imprison,train,0
spiritomb,grudge,egg,0
spiritomb,snatch,tutor,0
spiritomb,secret-power,machine,0
spiritomb,rock-tomb,train,0
spiritomb,silver-wind,machine,0
spiritomb,extrasensory,level-up,25
spiritomb,calm-mind,train,0
spiritomb,shock-wave,machine,0
spiritomb,water-pulse,machine,0
spiritomb,natural-gift,machine,0
spiritomb,payback,train,0
spiritomb,embargo,machine,0
spiritomb,sucker-punch,train,0
spiritomb,dark-pulse,train,0
spiritomb,giga-impact,train,0
spiritomb,nasty-plot,train,0
spiritomb,shadow-sneak,train,0
spiritomb,trick-room,train,0
spiritomb,captivate,egg,0
spiritomb,ominous-wind,level-up,25
spiritomb,wonder-room,train,0
spiritomb,psyshock,train,0
spiritomb,telekinesis,tutor,0
spiritomb,foul-play,train,0
spiritomb,round,train,0
spiritomb,stored-power,train,0
spiritomb,ally-switch,train,0
spiritomb,hex,train,0
spiritomb,quash,machine,0
spiritomb,retaliate,machine,0
spiritomb,snarl,train,0
spiritomb,phantom-force,train,0
spiritomb,confide,machine,0
spiritomb,infestation,machine,0
spiritomb,burning-jealousy,train,0
spiritomb,lash-out,train,0
spiritomb,poltergeist,train,0
spiritomb,tera-blast,machine,0
gible,swords-dance,machine,0
gible,cut,machine,0
gible,sand-attack,level-up,6
gible,headbutt,tutor,0
gible,tackle,level-up,1
gible,body-slam,machine,0
gible,take-down,machine,0
gible,thrash,egg,0
gible,double-edge,machine,0
gible,bite,level-up,25
gible,roar,machine,0
gible,flamethrower,machine,0
gible,strength,machine,0
gible,dragon-rage,level-up,7
gible,earthquake,machine,0
gible,dig,machine,0
gible,toxic,machine,0
gible,double-team,machine,0
gible,fire-blast,machine,0
gible,swift,machine,0
gible,rest,machine,0
gible,rock-slide,machine,0
gible,slash,level-up,30
gible,substitute,machine,0
gible,snore,machine,0
gible,protect,machine,0
gible,scary-face,machine,0
gible,mud-slap,tutor,0
gible,outrage,machine,0
gible,sandstorm,machine,0
gible,endure,machine,0
gible,false-swipe,machine,0
gible,swagger,machine,0
gible,fury-cutter,tutor,0
gible,attract,machine,0
gible,sleep-talk,machine,0
gible,return,machine,0
gible,frustration,machine,0
gible,dragon-breath,level-up,12
gible,iron-tail,machine,0
gible,metal-claw,machine,0
gible,hidden-power,machine,0
gible,twister,egg,0
gible,rain-dance,machine,0
gible,sunny-day,machine,0
gible,rock-smash,machine,0
gible,facade,machine,0
gible,helping-hand,machine,0
gible,secret-power,machine,0
gible,rock-tomb,machine,0
gible,sand-tomb,machine,0
gible,aerial-ace,machine,0
gible,dragon-claw,machine,0
gible,mud-shot,machine,0
gible,natural-gift,machine,0
gible,dragon-pulse,machine,0
gible,dragon-rush,level-up,60
gible,earth-power,machine,0
gible,shadow-claw,machine,0
gible,thunder-fang,machine,0
gible,fire-fang,machine,0
gible,rock-climb,machine,0
gible,draco-meteor,machine,0
gible,iron-head,machine,0
gible,stone-edge,machine,0
gible,captivate,machine,0
gible,stealth-rock,machine,0
gible,hone-claws,machine,0
gible,round,machine,0
gible,incinerate,machine,0
gible,bulldoze,machine,0
gible,dragon-tail,machine,0
gible,confide,machine,0
gible,scale-shot,machine,0
gible,scorching-sands,machine,0
gible,tera-blast,machine,0
gible,dragon-cheer,machine,0
gabite,swords-dance,machine,0
gabite,cut,machine,0
gabite,sand-attack,level-up,1
gabite,headbutt,tutor,0
gabite,tackle,level-up,1
gabite,body-slam,machine,0
gabite,take-down,machine,0
gabite,double-edge,machine,0
gabite,bite,level-up,27
gabite,roar,machine,0
gabite,flamethrower,machine,0
gabite,strength,machine,0
gabite,dragon-rage,level-up,7
gabite,earthquake,machine,0
gabite,dig,machine,0
gabite,toxic,machine,0
gabite,double-team,machine,0
gabite,fire-blast,machine,0
gabite,swift,machine,0
gabite,rest,machine,0
gabite,rock-slide,machine,0
gabite,slash,level-up,34
gabite,substitute,machine,0
gabite,snore,machine,0
gabite,protect,machine,0
gabite,scary-face,machine,0
gabite,mud-slap,tutor,0
gabite,outrage,machine,0
gabite,sandstorm,machine,0
gabite,endure,machine,0
gabite,false-swipe,machine,0
gabite,swagger,machine,0
gabite,fury-cutter,tutor,0
gabite,attract,machine,0
gabite,sleep-talk,machine,0
gabite,return,machine,0
gabite,frustration,machine,0
gabite,dragon-breath,level-up,1
gabite,iron-tail,machine,0
gabite,metal-claw,machine,0
gabite,hidden-power,machine,0
gabite,twister,level-up,5
gabite,rain-dance,machine,0
gabite,sunny-day,machine,0
gabite,crunch,machine,0
gabite,rock-smash,machine,0
gabite,facade,machine,0
gabite,helping-hand,machine,0
gabite,secret-power,machine,0
gabite,rock-tomb,machine,0
gabite,sand-tomb,machine,0
gabite,aerial-ace,machine,0
gabite,dragon-claw,machine,0
gabite,mud-shot,machine,0
gabite,natural-gift,machine,0
gabite,dragon-pulse,machine,0
gabite,dragon-rush,level-up,74
gabite,power-gem,machine,0
gabite,earth-power,machine,0
gabite,shadow-claw,machine,0
gabite,thunder-fang,machine,0
gabite,fire-fang,machine,0
gabite,rock-climb,machine,0
gabite,draco-meteor,machine,0
gabite,iron-head,machine,0
gabite,stone-edge,machine,0
gabite,captivate,machine,0
gabite,stealth-rock,machine,0
gabite,hone-claws,machine,0
gabite,round,machine,0
gabite,incinerate,machine,0
gabite,bulldoze,machine,0
gabite,dragon-tail,machine,0
gabite,dual-chop,level-up,1
gabite,confide,machine,0
gabite,laser-focus,tutor,0
gabite,breaking-swipe,machine,0
gabite,scale-shot,machine,0
gabite,scorching-sands,machine,0
gabite,tera-blast,machine,0
gabite,dragon-cheer,machine,0
garchomp,swords-dance,train,0
garchomp,cut,machine,0
garchomp,sand-attack,level-up,1
garchomp,headbutt,tutor,0
garchomp,tackle,level-up,1
garchomp,body-slam,train,0
garchomp,take-down,machine,0
garchomp,thrash,train,0
garchomp,double-edge,train,0
garchomp,bite,train,0
garchomp,roar,machine,0
garchomp,flamethrower,train,0
garchomp,surf,train,0
garchomp,hyper-beam,train,0
garchomp,strength,machine,0
garchomp,dragon-rage,level-up,7
garchomp,earthquake,train,0
garchomp,dig,train,0
garchomp,toxic,machine,0
garchomp,double-team,machine,0
garchomp,fire-blast,train,0
garchomp,swift,machine,0
garchomp,rest,train,0
garchomp,rock-slide,train,0
garchomp,slash,level-up,34
garchomp,substitute,train,0
garchomp,snore,train,0
garchomp,protect,train,0
garchomp,scary-face,train,0
garchomp,mud-slap,tutor,0
garchomp,spikes,train,0
garchomp,outrage,train,0
garchomp,sandstorm,train,0
garchomp,endure,train,0
garchomp,false-swipe,machine,0
garchomp,swagger,machine,0
garchomp,fury-cutter,tutor,0
garchomp,attract,machine,0
garchomp,sleep-talk,train,0
garchomp,return,machine,0
garchomp,frustration,machine,0
garchomp,dragon-breath,level-up,1
garchomp,iron-tail,train,0
garchomp,metal-claw,machine,0
garchomp,hidden-power,machine,0
garchomp,twister,level-up,5
garchomp,rain-dance,train,0
garchomp,sunny-day,train,0
garchomp,crunch,train,0
garchomp,rock-smash,machine,0
garchomp,whirlpool,machine,0
garchomp,facade,train,0
garchomp,helping-hand,train,0
garchomp,brick-break,train,0
garchomp,secret-power,machine,0
garchomp,rock-tomb,train,0
garchomp,sand-tomb,train,0
garchomp,aerial-ace,train,0
garchomp,dragon-claw,train,0
garchomp,mud-shot,train,0
garchomp,natural-gift,machine,0
garchomp,fling,train,0
garchomp,poison-jab,train,0
garchomp,aqua-tail,tutor,0
garchomp,dragon-pulse,train,0
garchomp,dragon-rush,train,0
garchomp,power-gem,train,0
garchomp,earth-power,train,0
garchomp,giga-impact,train,0
garchomp,shadow-claw,train,0
garchomp,thunder-fang,train,0
garchomp,fire-fang,train,0
garchomp,rock-climb,machine,0
garchomp,draco-meteor,train,0
garchomp,iron-head,train,0
garchomp,stone-edge,train,0
garchomp,captivate,machine,0
garchomp,stealth-rock,train,0
garchomp,hone-claws,machine,0
garchomp,round,train,0
garchomp,incinerate,machine,0
garchomp,bulldoze,train,0
garchomp,dragon-tail,train,0
garchomp,dual-chop,level-up,1
garchomp,confide,machine,0
garchomp,laser-focus,tutor,0
garchomp,brutal-swing,train,0
garchomp,stomping-tantrum,train,0
garchomp,liquidation,train,0
garchomp,breaking-swipe,train,0
garchomp,scale-shot,train,0
garchomp,scorching-sands,train,0
garchomp,tera-blast,machine,0
garchomp,dragon-cheer,train,0
munchlax,mega-punch,machine,0
munchlax,pay-day,machine,0
munchlax,fire-punch,machine,0
munchlax,ice-punch,machine,0
munchlax,thunder-punch,machine,0
munchlax,whirlwind,egg,0
munchlax,mega-kick,machine,0
munchlax,headbutt,tutor,0
munchlax,tackle,level-up,1
munchlax,body-slam,machine,0
munchlax,take-down,machine,0
munchlax,double-edge,machine,0
munchlax,bite,level-up,16
munchlax,flamethrower,machine,0
munchlax,hydro-pump,machine,0
munchlax,surf,machine,0
munchlax,ice-beam,machine,0
munchlax,blizzard,machine,0
munchlax,counter,egg,0
munchlax,strength,machine,0
munchlax,solar-beam,machine,0
munchlax,thunderbolt,machine,0
munchlax,thunder,machine,0
munchlax,earthquake,machine,0
munchlax,fissure,egg,0
munchlax,dig,machine,0
munchlax,toxic,machine,0
munchlax,psychic,machine,0
munchlax,screech,level-up,24
munchlax,double-team,machine,0
munchlax,defense-curl,level-up,4
munchlax,metronome,machine,0
munchlax,self-destruct,egg,0
munchlax,lick,level-up,1
munchlax,fire-blast,machine,0
munchlax,amnesia,machine,0
munchlax,rest,machine,0
munchlax,rock-slide,machine,0
munchlax,substitute,machine,0
munchlax,snore,machine,0
munchlax,curse,machine,0
munchlax,flail,level-up,44
munchlax,protect,machine,0
munchlax,belly-drum,level-up,48
munchlax,mud-slap,machine,0
munchlax,icy-wind,machine,0
munchlax,sandstorm,machine,0
munchlax,endure,machine,0
munchlax,charm,machine,0
munchlax,rollout,level-up,1
munchlax,swagger,machine,0
munchlax,attract,machine,0
munchlax,sleep-talk,machine,0
munchlax,return,machine,0
munchlax,frustration,machine,0
munchlax,encore,machine,0
munchlax,pursuit,egg,0
munchlax,hidden-power,machine,0
munchlax,rain-dance,machine,0
munchlax,sunny-day,machine,0
munchlax,crunch,machine,0
munchlax,shadow-ball,machine,0
munchlax,rock-smash,machine,0
munchlax,whirlpool,machine,0
munchlax,uproar,machine,0
munchlax,stockpile,level-up,20
munchlax,swallow,level-up,20
munchlax,facade,machine,0
munchlax,focus-punch,machine,0
munchlax,helping-hand,machine,0
munchlax,superpower,machine,0
munchlax,recycle,level-up,8
munchlax,brick-break,machine,0
munchlax,snatch,tutor,0
munchlax,secret-power,machine,0
munchlax,hyper-voice,machine,0
munchlax,odor-sleuth,level-up,1
munchlax,rock-tomb,machine,0
munchlax,covet,level-up,12
munchlax,shock-wave,machine,0
munchlax,water-pulse,machine,0
munchlax,natural-gift,egg,0
munchlax,fling,machine,0
munchlax,last-resort,level-up,52
munchlax,seed-bomb,machine,0
munchlax,giga-impact,machine,0
munchlax,zen-headbutt,machine,0
munchlax,rock-climb,machine,0
munchlax,gunk-shot,machine,0
munchlax,captivate,machine,0
munchlax,after-you,egg,0
munchlax,round,machine,0
munchlax,chip-away,level-up,17
munchlax,incinerate,machine,0
munchlax,retaliate,machine,0
munchlax,bulldoze,machine,0
munchlax,work-up,machine,0
munchlax,belch,egg,0
munchlax,confide,machine,0
munchlax,power-up-punch,machine,0
munchlax,high-horsepower,level-up,37
munchlax,stomping-tantrum,machine,0
munchlax,tera-blast,machine,0
munchlax,trailblaze,machine,0
munchlax,chilling-water,machine,0
riolu,mega-punch,machine,0
riolu,ice-punch,machine,0
riolu,thunder-punch,machine,0
riolu,swords-dance,machine,0
